text_mat_subid,text_mat_age,text_mat_sex,data_mat_acc,data_mat_int,data_mat_r_int,types,features,emotions
formal_mask_23,21,female,0.7,3.45,3.2143,real,face,neu
formal_mask_23,21,female,0.75,4.7,4.8667,real,face,sad
formal_mask_23,21,female,1,7.1,7.1,cart,eye,happy
formal_mask_23,21,female,0.6,5.5,5.5833,cart,eye,neu
formal_mask_23,21,female,0.95,6.5,6.5263,cart,eye,sad
formal_mask_23,21,female,0.95,5.9,5.8947,cart,eyeb,happy
formal_mask_23,21,female,0.4,4.45,4.875,cart,eyeb,neu
formal_mask_23,21,female,0.9,6.05,6,cart,eyeb,sad
formal_mask_23,21,female,0.6,4.8,5.1667,cart,mouth,happy
formal_mask_23,21,female,0.7,4.4,4.5,cart,mouth,neu
formal_mask_23,21,female,0.75,5.55,5.8,cart,mouth,sad
formal_mask_23,21,female,1,7.05,7.05,cart,face,happy
formal_mask_23,21,female,0.7,5.3,5.4286,cart,face,neu
formal_mask_23,21,female,0.95,6.15,6.1579,cart,face,sad
formal_mask_24,20,male,0.95,6.1,6.3684,real,eye,happy
formal_mask_24,20,male,0.6,5.05,5.75,real,eye,neu
formal_mask_24,20,male,0.5,5.8,5.3,real,eye,sad
formal_mask_24,20,male,1,6.95,6.95,real,eyeb,happy
formal_mask_24,20,male,0.3,4.5,5.1667,real,eyeb,neu
formal_mask_24,20,male,0.55,4.4,4.6364,real,eyeb,sad
formal_mask_24,20,male,1,6.9,6.9,real,mouth,happy
formal_mask_24,20,male,0.25,6,5.4,real,mouth,neu
formal_mask_24,20,male,0.5,6.65,6.7,real,mouth,sad
formal_mask_24,20,male,1,7.1,7.1,real,face,happy
formal_mask_24,20,male,0.55,5.25,5.9091,real,face,neu
formal_mask_24,20,male,0.7,5.5,5.4286,real,face,sad
formal_mask_24,20,male,1,6.05,6.05,cart,eye,happy
formal_mask_24,20,male,0.9,6.15,6.3889,cart,eye,neu
formal_mask_24,20,male,1,6.5,6.5,cart,eye,sad
formal_mask_24,20,male,1,6.45,6.45,cart,eyeb,happy
formal_mask_24,20,male,0.55,5.05,6.2727,cart,eyeb,neu
formal_mask_24,20,male,0.95,6.55,6.5263,cart,eyeb,sad
formal_mask_24,20,male,0.05,6.2,7,cart,mouth,happy
formal_mask_24,20,male,0.85,6.05,6.3529,cart,mouth,neu
formal_mask_24,20,male,1,6.75,6.75,cart,mouth,sad
formal_mask_24,20,male,0.9,6.75,7,cart,face,happy
formal_mask_24,20,male,0.75,6.2,6.6,cart,face,neu
formal_mask_24,20,male,1,7.2,7.2,cart,face,sad
formal_mask_25,23,female,1,8,8,real,eye,happy
formal_mask_25,23,female,0.7,6.4,6.7857,real,eye,neu
formal_mask_25,23,female,0.1,7.2,8,real,eye,sad
formal_mask_25,23,female,1,8.55,8.55,real,eyeb,happy
formal_mask_25,23,female,0.6,6.5,7.1667,real,eyeb,neu
formal_mask_25,23,female,0.6,7.7,8.1667,real,eyeb,sad
formal_mask_25,23,female,1,7.45,7.45,real,mouth,happy
formal_mask_25,23,female,1,5.45,5.45,real,mouth,neu
formal_mask_25,23,female,0.5,6.85,6.5,real,mouth,sad
formal_mask_25,23,female,1,7.6,7.6,real,face,happy
formal_mask_25,23,female,0.85,4.5,4.6471,real,face,neu
formal_mask_25,23,female,0.4,6.4,6.25,real,face,sad
formal_mask_25,23,female,1,6.45,6.45,cart,eye,happy
formal_mask_25,23,female,0.65,5.5,5.3846,cart,eye,neu
formal_mask_25,23,female,0.15,6.15,6,cart,eye,sad
formal_mask_25,23,female,1,6.75,6.75,cart,eyeb,happy
formal_mask_25,23,female,0.65,6.2,6.6923,cart,eyeb,neu
formal_mask_25,23,female,0.05,6.55,8,cart,eyeb,sad
formal_mask_25,23,female,0.6,6,6.4167,cart,mouth,happy
formal_mask_25,23,female,0.4,6.1,5.375,cart,mouth,neu
formal_mask_25,23,female,0.1,7.05,7.5,cart,mouth,sad
formal_mask_25,23,female,1,6.65,6.65,cart,face,happy
formal_mask_25,23,female,0.75,5.45,5.5333,cart,face,neu
formal_mask_25,23,female,0.25,7.15,7.2,cart,face,sad
formal_mask_26,25,male,1,7.85,7.85,real,eye,happy
formal_mask_26,25,male,0.8,2.3,2.4375,real,eye,neu
formal_mask_26,25,male,0.5,2.75,3,real,eye,sad
formal_mask_26,25,male,0.9,8.2,8.166667,real,eyeb,happy
formal_mask_26,25,male,0.85,3.2,3.235294,real,eyeb,neu
formal_mask_26,25,male,0.15,3.4,3.666667,real,eyeb,sad
formal_mask_26,25,male,0.95,6.65,6.842105,real,mouth,happy
formal_mask_26,25,male,1,2.75,2.75,real,mouth,neu
formal_mask_26,25,male,0.3,2.3,3.333333,real,mouth,sad
formal_mask_26,25,male,1,6.55,6.55,real,face,happy
formal_mask_26,25,male,0.9,3.6,3.444444,real,face,neu
formal_mask_26,25,male,0.4,3.5,3.75,real,face,sad
formal_mask_26,25,male,0.85,3.25,3,cart,eye,happy
formal_mask_26,25,male,0.95,2.9,2.947368,cart,eye,neu
formal_mask_26,25,male,1,2.35,2.35,cart,eye,sad
formal_mask_26,25,male,1,5.45,5.45,cart,eyeb,happy
formal_mask_26,25,male,0.95,3.45,3.315789,cart,eyeb,neu
formal_mask_26,25,male,0.85,3.65,3.529412,cart,eyeb,sad
formal_mask_26,25,male,0,2.75,NaN,cart,mouth,happy
formal_mask_26,25,male,1,2.6,2.6,cart,mouth,neu
formal_mask_26,25,male,0.75,2.85,2.8,cart,mouth,sad
formal_mask_26,25,male,0.9,3.6,3.555556,cart,face,happy
formal_mask_26,25,male,0.85,3.2,3.411765,cart,face,neu
formal_mask_26,25,male,0.95,2.55,2.368421,cart,face,sad
formal_mask_27,18,female,0.95,6.4,6.6842,real,eye,happy
formal_mask_27,18,female,0.8,6,6.5,real,eye,neu
formal_mask_27,18,female,0.4,5.75,6.375,real,eye,sad
formal_mask_27,18,female,0.95,6.35,6.5789,real,eyeb,happy
formal_mask_27,18,female,0.95,6.25,6.4737,real,eyeb,neu
formal_mask_27,18,female,0.55,4.25,4.8182,real,eyeb,sad
formal_mask_27,18,female,1,6.15,6.15,real,mouth,happy
formal_mask_27,18,female,0.85,5.4,5.8824,real,mouth,neu
formal_mask_27,18,female,0.7,5.6,6.2143,real,mouth,sad
formal_mask_27,18,female,1,6.6,6.6,real,face,happy
formal_mask_27,18,female,0.75,5.9,6.6,real,face,neu
formal_mask_27,18,female,0.5,4.15,4.8,real,face,sad
formal_mask_27,18,female,0.95,5.35,5.4737,cart,eye,happy
formal_mask_27,18,female,0.85,5.2,5.5882,cart,eye,neu
formal_mask_27,18,female,0.95,6.75,6.8947,cart,eye,sad
formal_mask_27,18,female,0.9,5.4,5.4444,cart,eyeb,happy
formal_mask_27,18,female,0.9,4.7,5.0556,cart,eyeb,neu
formal_mask_27,18,female,0.7,5.65,6.4286,cart,eyeb,sad
formal_mask_27,18,female,0.2,3.75,3.25,cart,mouth,happy
formal_mask_27,18,female,0.8,4.4,4.8125,cart,mouth,neu
formal_mask_27,18,female,0.95,6.3,6.3158,cart,mouth,sad
formal_mask_27,18,female,1,5.2,5.2,cart,face,happy
formal_mask_27,18,female,1,5.7,5.7,cart,face,neu
formal_mask_27,18,female,0.95,6.35,6.4211,cart,face,sad
formal_mask_28,22,male,1,6.75,6.75,real,eye,happy
formal_mask_28,22,male,0.6,4.8,5.3333,real,eye,neu
formal_mask_28,22,male,0.65,5.15,5.2308,real,eye,sad
formal_mask_28,22,male,1,4.75,4.75,real,eyeb,happy
formal_mask_28,22,male,0.85,3.9,4.1176,real,eyeb,neu
formal_mask_28,22,male,0.35,3.4,4.5714,real,eyeb,sad
formal_mask_28,22,male,0.9,4.6,4.6111,real,mouth,happy
formal_mask_28,22,male,0.65,4.05,4.4615,real,mouth,neu
formal_mask_28,22,male,0.2,3.85,4.5,real,mouth,sad
formal_mask_28,22,male,1,6.25,6.25,real,face,happy
formal_mask_28,22,male,0.5,4.05,4.5,real,face,neu
formal_mask_28,22,male,0.45,4.15,4.5556,real,face,sad
formal_mask_28,22,male,0.95,5.4,5.4737,cart,eye,happy
formal_mask_28,22,male,0.8,4.35,4.5,cart,eye,neu
formal_mask_28,22,male,0.8,4.7,5,cart,eye,sad
formal_mask_28,22,male,0.95,5.75,5.8421,cart,eyeb,happy
formal_mask_28,22,male,0.6,4.3,4.4167,cart,eyeb,neu
formal_mask_28,22,male,0.65,4.6,4.8462,cart,eyeb,sad
formal_mask_28,22,male,0.05,5.55,5,cart,mouth,happy
formal_mask_28,22,male,0.8,5.2,5.3125,cart,mouth,neu
formal_mask_28,22,male,0.15,5.65,6,cart,mouth,sad
formal_mask_28,22,male,0.95,6.1,6.1053,cart,face,happy
formal_mask_28,22,male,0.6,5.8,6.0833,cart,face,neu
formal_mask_28,22,male,0.4,6.15,6.125,cart,face,sad
formal_mask_29,23,female,0.9,6.25,6.166667,real,eye,happy
formal_mask_29,23,female,0.7,5.4,6.214286,real,eye,neu
formal_mask_29,23,female,0.05,4.25,7,real,eye,sad
formal_mask_29,23,female,1,5.9,5.9,real,eyeb,happy
formal_mask_29,23,female,0.45,4.1,5.888889,real,eyeb,neu
formal_mask_29,23,female,0.05,4.3,6,real,eyeb,sad
formal_mask_29,23,female,0.95,5.2,5.157895,real,mouth,happy
formal_mask_29,23,female,0.7,5.2,5.285714,real,mouth,neu
formal_mask_29,23,female,0.25,5.05,5.8,real,mouth,sad
formal_mask_29,23,female,0.95,5.8,6.052632,real,face,happy
formal_mask_29,23,female,0.7,4.8,6.071429,real,face,neu
formal_mask_29,23,female,0,4.8,NaN,real,face,sad
formal_mask_29,23,female,0.95,4.9,5.105263,cart,eye,happy
formal_mask_29,23,female,0.65,4.1,4.538462,cart,eye,neu
formal_mask_29,23,female,0.35,5.05,5.571429,cart,eye,sad
formal_mask_29,23,female,1,5.9,5.9,cart,eyeb,happy
formal_mask_29,23,female,0.6,4.65,5.166667,cart,eyeb,neu
formal_mask_29,23,female,0.5,5.3,5.6,cart,eyeb,sad
formal_mask_29,23,female,0.4,4.3,4.25,cart,mouth,happy
formal_mask_29,23,female,0.7,3.55,3.642857,cart,mouth,neu
formal_mask_29,23,female,0.3,4.7,5.666667,cart,mouth,sad
formal_mask_29,23,female,1,5.6,5.6,cart,face,happy
formal_mask_29,23,female,0.75,5,5.466667,cart,face,neu
formal_mask_29,23,female,0.2,4.65,6,cart,face,sad
formal_mask_30,25,male,1,7.4,7.4,real,eye,happy
formal_mask_30,25,male,0.7,4.95,5.5714,real,eye,neu
formal_mask_30,25,male,0.2,6.2,7,real,eye,sad
formal_mask_30,25,male,1,7.4,7.4,real,eyeb,happy
formal_mask_30,25,male,0.7,5.2,5.1429,real,eyeb,neu
formal_mask_30,25,male,0.35,5.45,6.5714,real,eyeb,sad
formal_mask_30,25,male,1,6.4,6.4,real,mouth,happy
formal_mask_30,25,male,0.75,5.55,6.0667,real,mouth,neu
formal_mask_30,25,male,0.3,5.45,5.1667,real,mouth,sad
formal_mask_30,25,male,1,7.45,7.45,real,face,happy
formal_mask_30,25,male,0.6,5.15,5.6667,real,face,neu
formal_mask_30,25,male,0.3,6.4,6.6667,real,face,sad
formal_mask_30,25,male,1,7.6,7.6,cart,eye,happy
formal_mask_30,25,male,0.55,5.2,5.1818,cart,eye,neu
formal_mask_30,25,male,0.7,7.85,7.9286,cart,eye,sad
formal_mask_30,25,male,0.95,7.75,7.8421,cart,eyeb,happy
formal_mask_30,25,male,0.5,5.3,5.4,cart,eyeb,neu
formal_mask_30,25,male,0.8,7.55,7.375,cart,eyeb,sad
formal_mask_30,25,male,0.1,5.1,2.5,cart,mouth,happy
formal_mask_30,25,male,0.65,4.7,5.2308,cart,mouth,neu
formal_mask_30,25,male,0.95,6.55,6.6316,cart,mouth,sad
formal_mask_30,25,male,1,7.95,7.95,cart,face,happy
formal_mask_30,25,male,0.7,5.45,5.0714,cart,face,neu
formal_mask_30,25,male,0.85,7.8,8,cart,face,sad
formal_mask_31,19,female,0.95,7.35,7.6842,real,eye,happy
formal_mask_31,19,female,0.6,4.2,5.1667,real,eye,neu
formal_mask_31,19,female,0.45,5.9,6.5556,real,eye,sad
formal_mask_31,19,female,0.95,7.3,7.5789,real,eyeb,happy
formal_mask_31,19,female,0.75,4.8,5,real,eyeb,neu
formal_mask_31,19,female,0.75,5.75,5.8,real,eyeb,sad
formal_mask_31,19,female,0.95,7.2,7.2632,real,mouth,happy
formal_mask_31,19,female,0.8,4.6,5.0625,real,mouth,neu
formal_mask_31,19,female,0.35,6.4,6.8571,real,mouth,sad
formal_mask_31,19,female,1,7.75,7.75,real,face,happy
formal_mask_31,19,female,0.8,6,6.625,real,face,neu
formal_mask_31,19,female,0.55,6.75,6.8182,real,face,sad
formal_mask_31,19,female,1,6.45,6.45,cart,eye,happy
formal_mask_31,19,female,0.6,5.2,5.5,cart,eye,neu
formal_mask_31,19,female,0.55,6.6,6.9091,cart,eye,sad
formal_mask_31,19,female,0.95,6.45,6.5789,cart,eyeb,happy
formal_mask_31,19,female,0.8,4.45,4.25,cart,eyeb,neu
formal_mask_31,19,female,0.85,6.35,6.4706,cart,eyeb,sad
formal_mask_31,19,female,0.2,5.2,5.25,cart,mouth,happy
formal_mask_31,19,female,0.85,5.15,5.4118,cart,mouth,neu
formal_mask_31,19,female,0.25,6,6.6,cart,mouth,sad
formal_mask_31,19,female,1,6.25,6.25,cart,face,happy
formal_mask_31,19,female,0.7,4.15,4.9286,cart,face,neu
formal_mask_31,19,female,0.75,6.7,7,cart,face,sad
formal_mask_32,30,male,1,3.4,3.4,real,eye,happy
formal_mask_32,30,male,0.85,2.05,1.8235,real,eye,neu
formal_mask_32,30,male,0.7,3.8,4.0714,real,eye,sad
formal_mask_32,30,male,0.95,4.35,4.3158,real,eyeb,happy
formal_mask_32,30,male,1,1.5,1.5,real,eyeb,neu
formal_mask_32,30,male,0.75,3.7,3.9333,real,eyeb,sad
formal_mask_32,30,male,0.95,3.35,3.4211,real,mouth,happy
formal_mask_32,30,male,0.95,1.95,1.9474,real,mouth,neu
formal_mask_32,30,male,0.7,3.2,3.2857,real,mouth,sad
formal_mask_32,30,male,1,4.15,4.15,real,face,happy
formal_mask_32,30,male,0.9,1.9,1.8333,real,face,neu
formal_mask_32,30,male,0.6,3.8,4.4167,real,face,sad
formal_mask_32,30,male,0.85,3.15,3.2353,cart,eye,happy
formal_mask_32,30,male,1,1.75,1.75,cart,eye,neu
formal_mask_32,30,male,1,4.3,4.3,cart,eye,sad
formal_mask_32,30,male,0.95,3.5,3.6316,cart,eyeb,happy
formal_mask_32,30,male,0.8,2.5,2.4375,cart,eyeb,neu
formal_mask_32,30,male,0.2,3.45,4.75,cart,eyeb,sad
formal_mask_32,30,male,0.05,2.05,2,cart,mouth,happy
formal_mask_32,30,male,0.95,2.25,2.2632,cart,mouth,neu
formal_mask_32,30,male,1,4.5,4.5,cart,mouth,sad
formal_mask_32,30,male,0.9,3.3,3.3889,cart,face,happy
formal_mask_32,30,male,1,1.2,1.2,cart,face,neu
formal_mask_32,30,male,0.95,4.15,4.1579,cart,face,sad
formal_mask_33,20,male,1,6.5,6.5,real,eye,happy
formal_mask_33,20,male,0.8,4.3,4.75,real,eye,neu
formal_mask_33,20,male,0.15,3.95,5,real,eye,sad
formal_mask_33,20,male,1,6.85,6.85,real,eyeb,happy
formal_mask_33,20,male,1,5.4,5.4,real,eyeb,neu
formal_mask_33,20,male,0.5,3.5,3.7,real,eyeb,sad
formal_mask_33,20,male,1,6,6,real,mouth,happy
formal_mask_33,20,male,0.85,4.1,4.0588,real,mouth,neu
formal_mask_33,20,male,0.4,5.95,6.25,real,mouth,sad
formal_mask_33,20,male,0.95,6.1,6,real,face,happy
formal_mask_33,20,male,0.95,4,4.1579,real,face,neu
formal_mask_33,20,male,0.45,3.8,3.5556,real,face,sad
formal_mask_33,20,male,0.95,5.4,5.5789,cart,eye,happy
formal_mask_33,20,male,0.7,3.6,3.5,cart,eye,neu
formal_mask_33,20,male,0.65,4.95,5.3077,cart,eye,sad
formal_mask_33,20,male,0.95,6.6,6.7895,cart,eyeb,happy
formal_mask_33,20,male,0.75,4.3,4.2667,cart,eyeb,neu
formal_mask_33,20,male,0.55,5.1,5.1818,cart,eyeb,sad
formal_mask_33,20,male,0.35,3.7,3.8571,cart,mouth,happy
formal_mask_33,20,male,0.7,3.05,2.5,cart,mouth,neu
formal_mask_33,20,male,0.4,5.05,4.375,cart,mouth,sad
formal_mask_33,20,male,1,5.7,5.7,cart,face,happy
formal_mask_33,20,male,0.9,4,3.8333,cart,face,neu
formal_mask_33,20,male,0.45,5.35,5,cart,face,sad
formal_mask_34,19,male,1,7.65,7.65,real,eye,happy
formal_mask_34,19,male,0.95,7.1,7.3158,real,eye,neu
formal_mask_34,19,male,0.2,6.15,7.25,real,eye,sad
formal_mask_34,19,male,1,7.1,7.1,real,eyeb,happy
formal_mask_34,19,male,0.85,6.5,7.0588,real,eyeb,neu
formal_mask_34,19,male,0.25,5.35,6.2,real,eyeb,sad
formal_mask_34,19,male,1,7.25,7.25,real,mouth,happy
formal_mask_34,19,male,0.85,6.05,6.5294,real,mouth,neu
formal_mask_34,19,male,0.2,5.2,4.5,real,mouth,sad
formal_mask_34,19,male,0.95,7.15,7.3158,real,face,happy
formal_mask_34,19,male,0.8,6.3,7.125,real,face,neu
formal_mask_34,19,male,0.35,3.95,4.4286,real,face,sad
formal_mask_34,19,male,0.95,6.4,6.6842,cart,eye,happy
formal_mask_34,19,male,0.95,6.85,7,cart,eye,neu
formal_mask_34,19,male,0.1,6.05,5,cart,eye,sad
formal_mask_34,19,male,1,6.65,6.65,cart,eyeb,happy
formal_mask_34,19,male,0.95,6.8,7,cart,eyeb,neu
formal_mask_34,19,male,0.45,4.75,5,cart,eyeb,sad
formal_mask_34,19,male,0.4,6.7,6.25,cart,mouth,happy
formal_mask_34,19,male,0.9,7,7,cart,mouth,neu
formal_mask_34,19,male,0.2,5.45,4.75,cart,mouth,sad
formal_mask_34,19,male,0.95,5.75,6,cart,face,happy
formal_mask_34,19,male,0.95,6.9,7,cart,face,neu
formal_mask_34,19,male,0.45,5.35,5.4444,cart,face,sad
