text_mat_subid,text_mat_age,text_mat_sex,data_mat_acc,data_mat_int,data_mat_r_int,types,features,emotions
formal_unmask_18,19,male,0.15,4.2,3.3333,real,eye,neu
formal_unmask_18,19,male,0.5,6.25,6,real,eye,sad
formal_unmask_18,19,male,0.45,3.7,4.1111,real,eyeb,happy
formal_unmask_18,19,male,0.35,3.9,2.7143,real,eyeb,neu
formal_unmask_18,19,male,0.4,6.35,5.625,real,eyeb,sad
formal_unmask_18,19,male,0.75,6.75,7.1333,real,mouth,happy
formal_unmask_18,19,male,0.65,3.7,3.1538,real,mouth,neu
formal_unmask_18,19,male,0.45,4.15,4.4444,real,mouth,sad
formal_unmask_18,19,male,0.9,6.65,6.7778,real,face,happy
formal_unmask_18,19,male,0.15,4.8,3.3333,real,face,neu
formal_unmask_18,19,male,0.55,6.75,6.8182,real,face,sad
formal_unmask_18,19,male,0.25,5.7,6.4,cart,eye,happy
formal_unmask_18,19,male,0.05,5.45,6,cart,eye,neu
formal_unmask_18,19,male,0.7,5.85,6.0714,cart,eye,sad
formal_unmask_18,19,male,0.75,5.05,5.6,cart,eyeb,happy
formal_unmask_18,19,male,0.15,4.1,4,cart,eyeb,neu
formal_unmask_18,19,male,0.05,6.55,4,cart,eyeb,sad
formal_unmask_18,19,male,1,7.15,7.15,cart,mouth,happy
formal_unmask_18,19,male,0.15,4.45,5,cart,mouth,neu
formal_unmask_18,19,male,0.7,5.95,6,cart,mouth,sad
formal_unmask_18,19,male,0.95,7.1,7.1579,cart,face,happy
formal_unmask_18,19,male,0.05,5.25,5,cart,face,neu
formal_unmask_18,19,male,0.85,6.8,6.8235,cart,face,sad
formal_unmask_19,18,male,0.7,5.7,5.857143,real,eye,happy
formal_unmask_19,18,male,0.2,5.15,3.75,real,eye,neu
formal_unmask_19,18,male,0,5.25,NaN,real,eye,sad
formal_unmask_19,18,male,0.3,5,5.333333,real,eyeb,happy
formal_unmask_19,18,male,0.25,4.4,3.8,real,eyeb,neu
formal_unmask_19,18,male,0.05,5.25,4,real,eyeb,sad
formal_unmask_19,18,male,0.85,5.4,5.529412,real,mouth,happy
formal_unmask_19,18,male,0.65,4.4,3.923077,real,mouth,neu
formal_unmask_19,18,male,0.25,5.15,4,real,mouth,sad
formal_unmask_19,18,male,1,6.85,6.85,real,face,happy
formal_unmask_19,18,male,0.2,6.15,5.5,real,face,neu
formal_unmask_19,18,male,0.6,5.25,5.166667,real,face,sad
formal_unmask_19,18,male,0,5.55,NaN,cart,eye,happy
formal_unmask_19,18,male,0.25,5.85,3.6,cart,eye,neu
formal_unmask_19,18,male,0.1,5.85,4,cart,eye,sad
formal_unmask_19,18,male,0.2,4.35,5.5,cart,eyeb,happy
formal_unmask_19,18,male,0.65,4.25,3.615385,cart,eyeb,neu
formal_unmask_19,18,male,0.05,5.6,5,cart,eyeb,sad
formal_unmask_19,18,male,1,5.75,5.75,cart,mouth,happy
formal_unmask_19,18,male,0.55,4.35,3.727273,cart,mouth,neu
formal_unmask_19,18,male,0.7,4.3,3.571429,cart,mouth,sad
formal_unmask_19,18,male,1,5.7,5.7,cart,face,happy
formal_unmask_19,18,male,0.4,4.95,4.5,cart,face,neu
formal_unmask_19,18,male,0.75,5.5,5.6,cart,face,sad
formal_unmask_20,19,female,0.95,4.45,4.526316,real,eye,happy
formal_unmask_20,19,female,0.55,2.75,2.727273,real,eye,neu
formal_unmask_20,19,female,0.15,3.85,5,real,eye,sad
formal_unmask_20,19,female,0.15,1.3,1,real,eyeb,happy
formal_unmask_20,19,female,0.45,1.8,1,real,eyeb,neu
formal_unmask_20,19,female,0.2,4.15,5.75,real,eyeb,sad
formal_unmask_20,19,female,1,4.1,4.1,real,mouth,happy
formal_unmask_20,19,female,0.55,1.4,1.363636,real,mouth,neu
formal_unmask_20,19,female,0.15,1.7,1.333333,real,mouth,sad
formal_unmask_20,19,female,1,3.6,3.6,real,face,happy
formal_unmask_20,19,female,0.8,1.1,1.125,real,face,neu
formal_unmask_20,19,female,0.45,3.35,4.333333,real,face,sad
formal_unmask_20,19,female,0,1.8,NaN,cart,eye,happy
formal_unmask_20,19,female,0.55,1.2,1,cart,eye,neu
formal_unmask_20,19,female,0.4,3.3,4.5,cart,eye,sad
formal_unmask_20,19,female,0.45,2.5,3.222222,cart,eyeb,happy
formal_unmask_20,19,female,0.85,1.35,1,cart,eyeb,neu
formal_unmask_20,19,female,0.15,5.15,6.666667,cart,eyeb,sad
formal_unmask_20,19,female,0.95,2.85,2.631579,cart,mouth,happy
formal_unmask_20,19,female,0.65,1.05,1,cart,mouth,neu
formal_unmask_20,19,female,0.15,2.85,5,cart,mouth,sad
formal_unmask_20,19,female,0.95,2.45,2.315789,cart,face,happy
formal_unmask_20,19,female,0.55,1.25,1,cart,face,neu
formal_unmask_20,19,female,0.75,4.95,5.6,cart,face,sad
formal_unmask_21,18,male,0.85,3.5,3.470588,real,eye,happy
formal_unmask_21,18,male,0.6,3.7,4.5,real,eye,neu
formal_unmask_21,18,male,0.4,4,4.75,real,eye,sad
formal_unmask_21,18,male,0,4.15,NaN,real,eyeb,happy
formal_unmask_21,18,male,0.7,3.95,4.714286,real,eyeb,neu
formal_unmask_21,18,male,0.3,3.35,2.833333,real,eyeb,sad
formal_unmask_21,18,male,1,3.7,3.7,real,mouth,happy
formal_unmask_21,18,male,0.8,4.65,5.25,real,mouth,neu
formal_unmask_21,18,male,0.3,4.75,4.5,real,mouth,sad
formal_unmask_21,18,male,1,3.55,3.55,real,face,happy
formal_unmask_21,18,male,0.65,3.2,4.076923,real,face,neu
formal_unmask_21,18,male,0.65,4.55,4.384615,real,face,sad
formal_unmask_21,18,male,0.05,3.95,1,cart,eye,happy
formal_unmask_21,18,male,0.55,4.35,5.181818,cart,eye,neu
formal_unmask_21,18,male,0.4,5,5.375,cart,eye,sad
formal_unmask_21,18,male,0.35,4.05,3.857143,cart,eyeb,happy
formal_unmask_21,18,male,0.65,4.75,4.923077,cart,eyeb,neu
formal_unmask_21,18,male,0.25,4.55,5.8,cart,eyeb,sad
formal_unmask_21,18,male,0.95,3.5,3.631579,cart,mouth,happy
formal_unmask_21,18,male,0.8,4.35,4.25,cart,mouth,neu
formal_unmask_21,18,male,0.65,4,4.307692,cart,mouth,sad
formal_unmask_21,18,male,0.95,3.55,3.421053,cart,face,happy
formal_unmask_21,18,male,0.6,4.55,5.083333,cart,face,neu
formal_unmask_21,18,male,0.75,5.75,5.866667,cart,face,sad
formal_unmask_22,18,male,0.8,6.45,6.5625,real,eye,happy
formal_unmask_22,18,male,0.45,5.3,5.4444,real,eye,neu
formal_unmask_22,18,male,0.15,5.55,6.3333,real,eye,sad
formal_unmask_22,18,male,0.25,4.9,4.4,real,eyeb,happy
formal_unmask_22,18,male,0.65,5.15,5,real,eyeb,neu
formal_unmask_22,18,male,0.3,7.1,6.3333,real,eyeb,sad
formal_unmask_22,18,male,1,7.55,7.55,real,mouth,happy
formal_unmask_22,18,male,0.45,5.35,5.2222,real,mouth,neu
formal_unmask_22,18,male,0.2,5.8,6.25,real,mouth,sad
formal_unmask_22,18,male,0.9,6.5,6.7778,real,face,happy
formal_unmask_22,18,male,0.75,4.4,4.3333,real,face,neu
formal_unmask_22,18,male,0.45,6.4,6.3333,real,face,sad
formal_unmask_22,18,male,0.4,5.15,5.75,cart,eye,happy
formal_unmask_22,18,male,0.6,4.5,4,cart,eye,neu
formal_unmask_22,18,male,0.4,6.05,6.125,cart,eye,sad
formal_unmask_22,18,male,0.4,4.25,4.75,cart,eyeb,happy
formal_unmask_22,18,male,0.5,3.6,3.4,cart,eyeb,neu
formal_unmask_22,18,male,0.25,6.05,6,cart,eyeb,sad
formal_unmask_22,18,male,0.95,6.55,6.6842,cart,mouth,happy
formal_unmask_22,18,male,0.55,5.2,5.0909,cart,mouth,neu
formal_unmask_22,18,male,0.5,6.35,6,cart,mouth,sad
formal_unmask_22,18,male,0.9,6.8,7.0556,cart,face,happy
formal_unmask_22,18,male,0.55,4.8,4.8182,cart,face,neu
formal_unmask_22,18,male,0.75,7.2,7.3333,cart,face,sad
formal_unmask_23,23,female,0.85,6.75,7.176471,real,eye,happy
formal_unmask_23,23,female,0.7,4.45,3.285714,real,eye,neu
formal_unmask_23,23,female,0.5,5.8,6.4,real,eye,sad
formal_unmask_23,23,female,0,3.35,NaN,real,eyeb,happy
formal_unmask_23,23,female,0.8,3.45,3.1875,real,eyeb,neu
formal_unmask_23,23,female,0.85,5.8,5.941176,real,eyeb,sad
formal_unmask_23,23,female,0.95,5.2,5.263158,real,mouth,happy
formal_unmask_23,23,female,0.45,4.1,3.333333,real,mouth,neu
formal_unmask_23,23,female,0.35,4.55,4.428571,real,mouth,sad
formal_unmask_23,23,female,1,7.25,7.25,real,face,happy
formal_unmask_23,23,female,0.4,4.1,3.375,real,face,neu
formal_unmask_23,23,female,0.85,6.6,6.529412,real,face,sad
formal_unmask_23,23,female,0.05,5.75,6,cart,eye,happy
formal_unmask_23,23,female,0.6,5.8,5.666667,cart,eye,neu
formal_unmask_23,23,female,0.8,6.5,6.5,cart,eye,sad
formal_unmask_23,23,female,0.1,3.7,8.5,cart,eyeb,happy
formal_unmask_23,23,female,0.4,3.85,3,cart,eyeb,neu
formal_unmask_23,23,female,0.9,7.75,7.722222,cart,eyeb,sad
formal_unmask_23,23,female,1,7.65,7.65,cart,mouth,happy
formal_unmask_23,23,female,0.45,5.75,4.111111,cart,mouth,neu
formal_unmask_23,23,female,0.65,7.2,7.846154,cart,mouth,sad
formal_unmask_23,23,female,1,8.1,8.1,cart,face,happy
formal_unmask_23,23,female,0.8,4.3,3.3125,cart,face,neu
formal_unmask_23,23,female,1,8.25,8.25,cart,face,sad
formal_unmask_24,25,female,0.75,6.4,6.9333,real,eye,happy
formal_unmask_24,25,female,0.75,5.5,5.9333,real,eye,neu
formal_unmask_24,25,female,0.2,5.9,6.25,real,eye,sad
formal_unmask_24,25,female,0.35,4.8,4.5714,real,eyeb,happy
formal_unmask_24,25,female,0.7,5.25,5.2857,real,eyeb,neu
formal_unmask_24,25,female,0.15,5.9,6.3333,real,eyeb,sad
formal_unmask_24,25,female,0.65,7.75,7.6154,real,mouth,happy
formal_unmask_24,25,female,0.8,4.6,4.75,real,mouth,neu
formal_unmask_24,25,female,0.4,5.3,5.75,real,mouth,sad
formal_unmask_24,25,female,1,8.05,8.05,real,face,happy
formal_unmask_24,25,female,0.7,5.75,6.1429,real,face,neu
formal_unmask_24,25,female,0.7,6.5,6.7857,real,face,sad
formal_unmask_24,25,female,0.2,5.6,4.75,cart,eye,happy
formal_unmask_24,25,female,0.5,6.05,6.3,cart,eye,neu
formal_unmask_24,25,female,0.3,5.55,5.3333,cart,eye,sad
formal_unmask_24,25,female,0.55,6.65,6.4545,cart,eyeb,happy
formal_unmask_24,25,female,0.35,5.85,6.2857,cart,eyeb,neu
formal_unmask_24,25,female,0.3,7.35,6.8333,cart,eyeb,sad
formal_unmask_24,25,female,0.85,7.25,7.2353,cart,mouth,happy
formal_unmask_24,25,female,0.9,5.2,5.3333,cart,mouth,neu
formal_unmask_24,25,female,0.15,6.15,6.3333,cart,mouth,sad
formal_unmask_24,25,female,0.9,7.6,7.5556,cart,face,happy
formal_unmask_24,25,female,0.8,5.55,6,cart,face,neu
formal_unmask_24,25,female,0.95,7,6.8947,cart,face,sad
formal_unmask_25,20,female,0.75,6.65,7.266667,real,eye,happy
formal_unmask_25,20,female,0.85,5.2,5,real,eye,neu
formal_unmask_25,20,female,0.2,6.55,7,real,eye,sad
formal_unmask_25,20,female,0.1,5.15,7.5,real,eyeb,happy
formal_unmask_25,20,female,0.8,5.05,5,real,eyeb,neu
formal_unmask_25,20,female,0.25,5.6,4.8,real,eyeb,sad
formal_unmask_25,20,female,1,6.6,6.6,real,mouth,happy
formal_unmask_25,20,female,0.9,4.7,5,real,mouth,neu
formal_unmask_25,20,female,0,4.4,NaN,real,mouth,sad
formal_unmask_25,20,female,1,7.15,7.15,real,face,happy
formal_unmask_25,20,female,0.7,4.75,5,real,face,neu
formal_unmask_25,20,female,0.45,5.55,6,real,face,sad
formal_unmask_25,20,female,0.2,6.05,5.75,cart,eye,happy
formal_unmask_25,20,female,0.35,4.7,5.142857,cart,eye,neu
formal_unmask_25,20,female,0.1,6.1,8,cart,eye,sad
formal_unmask_25,20,female,0.35,4.75,4.571429,cart,eyeb,happy
formal_unmask_25,20,female,0.6,4.5,4.833333,cart,eyeb,neu
formal_unmask_25,20,female,0.25,6.6,4.6,cart,eyeb,sad
formal_unmask_25,20,female,1,7.55,7.55,cart,mouth,happy
formal_unmask_25,20,female,0.8,4.95,5,cart,mouth,neu
formal_unmask_25,20,female,0.3,6.5,4.5,cart,mouth,sad
formal_unmask_25,20,female,0.85,7,7.117647,cart,face,happy
formal_unmask_25,20,female,0.9,4.8,5.055556,cart,face,neu
formal_unmask_25,20,female,0.4,6.8,6.25,cart,face,sad
formal_unmask_26,20,female,0.75,6.65,7.266667,real,eye,happy
formal_unmask_26,20,female,0.85,5.2,5,real,eye,neu
formal_unmask_26,20,female,0.2,6.55,7,real,eye,sad
formal_unmask_26,20,female,0.1,5.15,7.5,real,eyeb,happy
formal_unmask_26,20,female,0.8,5.05,5,real,eyeb,neu
formal_unmask_26,20,female,0.25,5.6,4.8,real,eyeb,sad
formal_unmask_26,20,female,1,6.6,6.6,real,mouth,happy
formal_unmask_26,20,female,0.9,4.7,5,real,mouth,neu
formal_unmask_26,20,female,0,4.4,NaN,real,mouth,sad
formal_unmask_26,20,female,1,7.15,7.15,real,face,happy
formal_unmask_26,20,female,0.7,4.75,5,real,face,neu
formal_unmask_26,20,female,0.45,5.55,6,real,face,sad
formal_unmask_26,20,female,0.2,6.05,5.75,cart,eye,happy
formal_unmask_26,20,female,0.35,4.7,5.142857,cart,eye,neu
formal_unmask_26,20,female,0.1,6.1,8,cart,eye,sad
formal_unmask_26,20,female,0.35,4.75,4.571429,cart,eyeb,happy
formal_unmask_26,20,female,0.6,4.5,4.833333,cart,eyeb,neu
formal_unmask_26,20,female,0.25,6.6,4.6,cart,eyeb,sad
formal_unmask_26,20,female,1,7.55,7.55,cart,mouth,happy
formal_unmask_26,20,female,0.8,4.95,5,cart,mouth,neu
formal_unmask_26,20,female,0.3,6.5,4.5,cart,mouth,sad
formal_unmask_26,20,female,0.85,7,7.117647,cart,face,happy
formal_unmask_26,20,female,0.9,4.8,5.055556,cart,face,neu
formal_unmask_26,20,female,0.4,6.8,6.25,cart,face,sad
formal_unmask_27,24,male,0.9,3.3,3.2222,real,eye,happy
formal_unmask_27,24,male,0.65,3.5,3.8462,real,eye,neu
formal_unmask_27,24,male,0.55,3.4,3.4545,real,eye,sad
formal_unmask_27,24,male,0.5,3.05,3.1,real,eyeb,happy
formal_unmask_27,24,male,0.55,3,3,real,eyeb,neu
formal_unmask_27,24,male,0.2,2.7,2.5,real,eyeb,sad
formal_unmask_27,24,male,1,3.6,3.6,real,mouth,happy
formal_unmask_27,24,male,0.8,3.4,3.8125,real,mouth,neu
formal_unmask_27,24,male,0.4,3.3,3,real,mouth,sad
formal_unmask_27,24,male,0.95,3.8,3.7368,real,face,happy
formal_unmask_27,24,male,0.7,3.2,3.7857,real,face,neu
formal_unmask_27,24,male,0.8,3.05,3.1875,real,face,sad
formal_unmask_27,24,male,0.6,2.55,2.75,cart,eye,happy
formal_unmask_27,24,male,0.5,2.85,3.1,cart,eye,neu
formal_unmask_27,24,male,0.45,3.1,3.4444,cart,eye,sad
formal_unmask_27,24,male,0.7,2.35,2.5,cart,eyeb,happy
formal_unmask_27,24,male,0.45,2.4,2.6667,cart,eyeb,neu
formal_unmask_27,24,male,0.95,2.8,2.8421,cart,eyeb,sad
formal_unmask_27,24,male,1,3.35,3.35,cart,mouth,happy
formal_unmask_27,24,male,0.95,3.25,3.3684,cart,mouth,neu
formal_unmask_27,24,male,0.9,3.55,3.5556,cart,mouth,sad
formal_unmask_27,24,male,0.95,3.9,3.8421,cart,face,happy
formal_unmask_27,24,male,0.9,3.8,4,cart,face,neu
formal_unmask_27,24,male,1,3.75,3.75,cart,face,sad
formal_unmask_28,23,male,0.95,2.8,2.842105,real,eye,happy
formal_unmask_28,23,male,0.8,2.25,2.4375,real,eye,neu
formal_unmask_28,23,male,0.25,2.25,2.4,real,eye,sad
formal_unmask_28,23,male,0.05,3.1,3,real,eyeb,happy
formal_unmask_28,23,male,0.8,3.3,3.5,real,eyeb,neu
formal_unmask_28,23,male,0.1,4.7,7,real,eyeb,sad
formal_unmask_28,23,male,1,3.85,3.85,real,mouth,happy
formal_unmask_28,23,male,0.8,2.15,2.0625,real,mouth,neu
formal_unmask_28,23,male,0.2,2.4,2.5,real,mouth,sad
formal_unmask_28,23,male,1,5.4,5.4,real,face,happy
formal_unmask_28,23,male,0.85,1.95,2.117647,real,face,neu
formal_unmask_28,23,male,0.65,4.9,5.384615,real,face,sad
formal_unmask_28,23,male,0,1.7,NaN,cart,eye,happy
formal_unmask_28,23,male,0.7,1.95,2,cart,eye,neu
formal_unmask_28,23,male,0.6,2.75,2.916667,cart,eye,sad
formal_unmask_28,23,male,0.55,2,2.363636,cart,eyeb,happy
formal_unmask_28,23,male,0.65,1.9,1.923077,cart,eyeb,neu
formal_unmask_28,23,male,0.95,4.15,4.263158,cart,eyeb,sad
formal_unmask_28,23,male,0.95,4.4,4.526316,cart,mouth,happy
formal_unmask_28,23,male,0.9,1.25,1.166667,cart,mouth,neu
formal_unmask_28,23,male,0.9,3.05,3.166667,cart,mouth,sad
formal_unmask_28,23,male,1,3.8,3.8,cart,face,happy
formal_unmask_28,23,male,0.8,1.8,1.625,cart,face,neu
formal_unmask_28,23,male,0.95,3.6,3.631579,cart,face,sad
formal_unmask_29,20,female,0.9,5.45,5.6667,real,eye,happy
formal_unmask_29,20,female,0.7,4.85,5.5714,real,eye,neu
formal_unmask_29,20,female,0.25,4.4,5.8,real,eye,sad
formal_unmask_29,20,female,0.8,3.3,3.5,real,eyeb,happy
formal_unmask_29,20,female,0.3,4.3,4.8333,real,eyeb,neu
formal_unmask_29,20,female,0.1,5,6,real,eyeb,sad
formal_unmask_29,20,female,1,4.75,4.75,real,mouth,happy
formal_unmask_29,20,female,0.6,4,4.8333,real,mouth,neu
formal_unmask_29,20,female,0.45,3.65,3.3333,real,mouth,sad
formal_unmask_29,20,female,0.95,6.9,6.9474,real,face,happy
formal_unmask_29,20,female,0.6,4.35,6.25,real,face,neu
formal_unmask_29,20,female,0.25,3.95,5.2,real,face,sad
formal_unmask_29,20,female,0.15,3.35,2.6667,cart,eye,happy
formal_unmask_29,20,female,0.25,3.2,4.6,cart,eye,neu
formal_unmask_29,20,female,0.35,4.85,6.1429,cart,eye,sad
formal_unmask_29,20,female,0.75,4.45,4.6667,cart,eyeb,happy
formal_unmask_29,20,female,0.5,3.2,4.1,cart,eyeb,neu
formal_unmask_29,20,female,0.05,5.9,5,cart,eyeb,sad
formal_unmask_29,20,female,0.9,4.6,4.9444,cart,mouth,happy
formal_unmask_29,20,female,0.5,3.7,5.6,cart,mouth,neu
formal_unmask_29,20,female,0.4,4.3,4.625,cart,mouth,sad
formal_unmask_29,20,female,0.95,4.7,4.8947,cart,face,happy
formal_unmask_29,20,female,0.75,4.8,5.8,cart,face,neu
formal_unmask_29,20,female,0.55,4.75,5.8182,cart,face,sad
formal_unmask_30,21,male,0.9,4.35,4.6111,real,eye,happy
formal_unmask_30,21,male,0.45,3.5,5.3333,real,eye,neu
formal_unmask_30,21,male,0.5,3.15,3.9,real,eye,sad
formal_unmask_30,21,male,0.15,4.3,4.3333,real,eyeb,happy
formal_unmask_30,21,male,0.55,3.95,4.9091,real,eyeb,neu
formal_unmask_30,21,male,0.5,4.3,3.9,real,eyeb,sad
formal_unmask_30,21,male,0.95,6,6.0526,real,mouth,happy
formal_unmask_30,21,male,0.55,4.25,5.0909,real,mouth,neu
formal_unmask_30,21,male,0.3,3.6,4.1667,real,mouth,sad
formal_unmask_30,21,male,1,7.25,7.25,real,face,happy
formal_unmask_30,21,male,0.85,5.15,5.7647,real,face,neu
formal_unmask_30,21,male,0.5,3.45,4.1,real,face,sad
formal_unmask_30,21,male,0.35,2.6,2.2857,cart,eye,happy
formal_unmask_30,21,male,0.6,4.5,5.4167,cart,eye,neu
formal_unmask_30,21,male,0.6,3.8,4.0833,cart,eye,sad
formal_unmask_30,21,male,0.3,5.3,6.1667,cart,eyeb,happy
formal_unmask_30,21,male,0.6,4.95,6,cart,eyeb,neu
formal_unmask_30,21,male,0.7,4.35,4.7857,cart,eyeb,sad
formal_unmask_30,21,male,0.95,7.1,7.1053,cart,mouth,happy
formal_unmask_30,21,male,0.5,3.75,5.4,cart,mouth,neu
formal_unmask_30,21,male,0.95,5,5.2105,cart,mouth,sad
formal_unmask_30,21,male,1,6.3,6.3,cart,face,happy
formal_unmask_30,21,male,0.65,4.25,5,cart,face,neu
formal_unmask_30,21,male,0.9,6.75,7.0556,cart,face,sad
