ID Date gender age handiness kind user truth accurate
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad neutral 0
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral sad 0
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral sad 0
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right realMan sad neutral 0
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad neutral 0
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy neutral 0
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon sad sad 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon neutral neutral 1
ÇãÙâ 2021-01-26 07:59:23.690794+00:00 male 19 right cartoon happy happy 1
